STATION,LATITUDE,LONGITUDE
16235099999,41.951946,12.498889
99840799999,42.768,-86.201
72529014768,43.11723,-77.67539
76423099999,24.05,-104.6
99999900177,29.85,-98.85
72656604965,43.98306,-96.30028
71447099999,49.2833333,-100.9833333
71221099999,56.3,-119.7333333
72686524196,45.11667,-113.88333
44265099999,46.1166666,91.4666666
57036099999,34.447119,108.751592
53391099999,41.9,114.0
07146099999,48.751922,2.106189
48020099999,23.6333333,94.4166666
71273099999,54.0166666,-109.1333333
06753099999,46.5166666,8.6833333
48019099999,24.2666666,97.2
72272803196,31.42076,-110.84655
29456099999,56.5333333,89.3166666
03923099999,54.2333333,-6.5
40913099999,36.6666666,68.9166666
02850099999,62.3166666,27.9
61731099999,13.3166666,-14.2166666
17282199999,37.3666666,42.5666666
72667624087,47.13333,-104.8
68398099999,-26.4333333,31.95
71785099999,49.0166666,-122.7666666
02820099999,68.0666666,24.0333333
83827099999,-25.59615,-54.487206
99999923122,34.09528,-117.23472
33586099999,49.0833333,30.9
48080099999,18.4666666,94.35
99408499999,59.74,-149.47
36535099999,48.75,82.3666666
99801499999,41.5833333,-70.5166666
48940099999,17.988322,102.563256
72057800176,32.717,-98.892
71972099999,61.58,-64.65
86793099999,-19.5333333,-49.5333333
47912099999,24.4666666,123.0166666
71589099999,48.55,-53.9666666
32287099999,57.0833333,156.7
10321099999,52.585514,8.341014
25594099999,64.378139,-173.243306
72221699999,33.615,-81.084444
81754099999,-3.75,-40.35
71941099999,48.05,-77.7666666
71460099999,45.9666666,-81.4833333
08560099999,40.7166666,-7.8833333
83649099999,-20.258056,-40.286389
12469099999,51.35,19.8666666
08180099999,41.417,2.133
15628099999,42.2166666,24.3333333
72734404869,46.25,-84.46667
01088099999,70.0666667,29.85
86879099999,-22.8608333,-43.4111111
72228403892,32.61611,-85.43333
01381099999,60.7,10.8666666
72617014742,44.46825,-73.1499
94964099999,-42.7166666,146.9
72469523036,39.71667,-104.75
47137099999,36.4166666,128.15
06476099999,50.035833,5.404167
78479099999,18.567367,-68.363431
02260099999,63.1333333,18.25
72258793955,33.63333,-95.45
30385099999,56.5833333,121.4833333
07638099999,43.3166666,3.35
72101399999,47.714453,-101.010044
15336099999,45.1833333,29.1666666
25129099999,68.15,161.1666666
72069903724,39.60806,-77.0075
72314753870,35.1968,-81.15552
72025763835,31.39694,-84.89528
43340099999,11.75,78.1666666
40883099999,26.532,54.824847
36619099999,47.083,79.717
71864099999,50.330278,-105.559167
61809099999,11.326058,-12.28685
99728099999,40.8,-73.77
26226099999,58.1,23.9666666
06618099999,46.7333333,6.5666666
67027099999,-15.667144,46.351828
43150099999,17.7,83.3
99999953138,39.0118,-114.209
07024099999,49.650106,-1.470281
72773024153,46.92076,-114.09376
91631099999,-5.6666667,176.1333333
01212099999,62.8666666,6.5333333
02721099999,63.95,22.85
04228099999,67.7833333,-53.9666666
47435099999,44.35,143.35
38141199999,47.121944,51.821389
72417013729,38.8899,-79.85544
71610099999,45.438611,-71.691389
71036099999,51.100834,-100.0525
99770699999,45.55,-123.9
71849099999,49.9166666,-97.2333333
99401599999,48.547,-123.01
71383099999,50.7166666,-71.0
06659099999,46.9833333,8.25
94804099999,-35.3333333,136.1166666
72394023273,34.89403,-120.45216
82460099999,-4.25,-44.7833333
76580199999,22.1333,-91.4
71890099999,49.052333,-123.870167
59278099999,23.05,112.4666666
27835099999,53.7166666,40.1166666
60481099999,35.4833333,-0.5166666
78793599999,9.340853,-82.250842
16280099999,40.9166667,12.95
11301099999,47.45,9.85
48925099999,20.6833333,102.0
72250612959,26.17912,-98.2445
10852099999,48.425158,10.931764
48985099999,10.6,104.1833333
86350099999,-30.974569,-55.476189
86808099999,-20.4833333,-55.7833333
86707099999,-15.5333333,-55.1333333
70262699999,57.58,-157.58
91376000492,7.06472,171.27194
72045799999,37.387361,-83.261611
72233812994,27.34944,-98.73694
97096099999,-1.416753,120.657669
41748099999,27.55639,68.21028
72274953128,33.26889,-111.81278
99999996404,62.737,-141.2083
94760099999,-33.85,150.85
03749099999,51.15,-1.5666667
60035099999,28.452717,-13.863761
16719399999,37.750853,20.88425
99401299999,41.745,-124.183
47938099999,26.728775,127.761775
08335099999,38.5166666,-5.1166666
84050099999,0.0166666,-79.3666666
71433099999,47.3333333,-85.8333333
68935099999,-34.05,23.0833333
71373099999,45.05,-72.85
84132099999,-0.9166666,-75.4166666
23656099999,63.3833333,78.3166666
62463999999,27.967,34.383
06356099999,51.85,5.1333333
17112099999,40.137722,26.426777
68491099999,-28.2,32.4166666
08917099999,42.7666666,-0.3833333
72078199999,38.342781,-98.226878
71486099999,52.9333333,-118.0333333
60545099999,33.764025,2.927297
72622564776,44.63923,-73.46312
87349099999,-31.6666667,-63.8833333
36126099999,50.8,75.7
86795099999,-19.8833333,-47.4333333
98642099999,9.333714,123.300472
72519664775,43.22417,-75.39563
44358099999,43.7333333,111.9
41270099999,22.3,59.8166666
71164099999,67.1666666,-130.2166666
42148099999,29.0333333,79.4666666
71027099999,46.6666666,-60.4
01465099999,58.4,8.7833333
97378099999,-10.7333333,123.0666667
95716099999,-34.8166666,149.7333333
66104099999,-5.596992,12.188353
70333025508,56.95917,-158.63167
72365623049,35.61096,-106.09574
72048499999,39.157513,-91.818268
89879099999,-71.8833333,171.2
88963099999,-63.4,-56.9833333
87791099999,-40.869222,-63.000389
97310099999,-8.2666667,122.9666667
58362099999,31.4,121.4666666
02702099999,69.1333333,27.2666666
44294099999,47.3,107.4833333
72650254832,44.61389,-88.73139
03865099999,50.950261,-1.356803
72203163839,34.26889,-86.85833
34609099999,47.3333333,36.3333333
84045099999,0.25,-78.7333333
72341503962,34.47551,-93.10413
72562414994,40.78861,-99.77083
17260099999,36.947183,37.478683
03140599999,58.0333333,1.4
08286099999,39.95,-0.0666666
72531403960,38.56402,-90.14869
47113199999,37.469075,126.450517
61085099999,13.372894,12.626686
07765099999,41.924416,9.406
72503794745,41.06236,-73.70454
20891099999,71.9833333,102.4666666
26072099999,59.9333333,31.0
60475099999,35.431611,8.120717
02828099999,60.3833333,22.55
72607994601,44.06667,-69.1
27316099999,57.35,37.5833333
71449099999,49.0166666,-95.6
76654099999,19.05,-104.3166666
30739099999,52.1666666,109.7833333
01006099999,78.25,22.8166666
40025099999,35.401094,35.948681
94660099999,-32.4333333,136.0666666
15410099999,44.6333333,22.6333333
29274099999,58.0833333,93.0
10554099999,50.979811,10.958106
94327099999,-22.95,136.15
87750099999,-38.724967,-62.169317
86704099999,-15.3247222,-57.2263889
64387099999,-1.968628,30.13945
01460099999,59.4333333,10.5833333
78535011630,18.2552,-65.6411
14280099999,45.5,18.5666666
17170099999,38.468219,43.3323
A0002804116,40.61944,-111.99278
60018099999,28.3166666,-16.3833333
06019099999,56.9333333,8.6333333
71320099999,68.7666666,-81.2333333
48418099999,15.2666666,101.2
88894099999,-52.15,-60.6
43479099999,6.9833333,81.05
72226013895,32.2997,-86.40745
04351099999,67.7833333,-32.2833333
64892099999,6.039239,10.122639
23929099999,60.3166666,64.2166666
80222099999,4.701594,-74.146947
08091099999,42.567,-3.133
71718099999,48.6,-68.2166666
84440099999,-6.067864,-77.159983
66285099999,-11.768086,19.897672
64360099999,-11.591333,27.530889
60670099999,24.292767,9.452444
72351013966,33.97855,-98.49298
72781524237,47.2767,-121.3372
27595099999,55.606186,49.278728
08420099999,37.1333333,-3.6166667
12992099999,46.6833333,21.1666667
99849399999,25.295,-81.013
06310099999,51.45,3.6
62414099999,23.964356,32.819975
72566594073,41.18944,-103.67083
42314099999,27.483853,95.016922
95628099999,-33.95,118.4833333
43189099999,16.95,82.2333333
34398099999,49.6666666,49.4833333
72525014852,41.25478,-80.67361
36034099999,51.5755556,81.2166666
03257099999,54.292383,-1.5354
72589594236,42.14702,-121.72553
72259793985,32.78155,-98.06023
35107099999,51.117,50.317
71533099999,52.38333,-126.75
13622099999,40.4666666,19.4833333
72655714910,45.86801,-95.39399
65516099999,11.75,-2.9333333
47780099999,34.7,135.8333333
71233099999,53.0833333,-114.4333333
67475099999,-10.2166667,31.1333333
02903099999,63.721172,23.143131
06016099999,55.5,7.8666666
72066900247,27.3,-93.533
28867099999,53.3166666,65.55
72292603154,33.30424,-117.35508
22249099999,67.1333333,39.6666666
15614099999,42.695194,23.406167
67231099999,-14.8166667,36.5333333
94846099999,-38.45,144.1
94430099999,-26.6136,118.53722
95995099999,-31.5333333,159.0666666
89615099999,-66.6833333,111.5333333
85744099999,-38.9333333,-72.65
72532704846,41.4535,-86.997964
72060900201,32.917,-80.633
99999900480,41.05,-113.06
72785524114,47.63333,-117.65
99999973801,33.2125,-87.5914
85782099999,-40.6,-73.05
06725099999,46.4166666,7.8166666
01209099999,62.1833333,6.0666667
21608099999,73.2166666,113.5
15491099999,43.8833333,25.95
71008099999,50.8833333,-112.45
41960099999,22.3333333,90.3333333
63403099999,8.1666667,35.55
99799799999,36.8166666,-121.7333333
72319453872,35.01467,-80.62414
76256099999,27.95,-110.7666666
07260099999,47.002625,3.113333
94386099999,-23.45,151.9166666
07471099999,45.080689,3.762889
40039099999,35.9333333,39.0166666
16759099999,35.0663889,24.75
71282099999,44.5333333,-79.2166666
60387099999,36.9166666,3.95
16107099999,45.75,12.85
61998099999,-49.35,70.25
72038600125,45.117,-95.133
61980099999,-20.8871,55.510308
72076900275,33.433,-88.849
72328493839,35.35,-89.86667
70173026535,66.0,-153.7
11423299999,50.121367,14.543642
72201612896,24.72624,-81.0477
71770099999,49.0833333,-116.5
44478099999,26.481453,87.264036
11019099999,48.6833333,15.3666666
11858099999,47.8666666,18.2
33717599999,47.8666666,28.2166666
97240099999,-8.75,116.2666666
86613099999,-10.5333333,-39.0
74672099999,36.568167,-87.480833
12119599999,51.2333333,22.6833333
48379099999,16.676028,101.195108
98531099999,12.361517,121.046639
72409454743,40.87645,-74.28284
71834099999,49.778332,-86.939445
48464099999,13.4833333,99.7833333
47836099999,30.385569,130.659017
72563624017,42.83736,-103.09806
07300099999,46.7,-2.3333333
57687099999,28.1166666,112.7833333
71739099999,48.569721,-81.376667
37756099999,40.5333333,48.9333333
40645099999,33.45,43.3166666
02798099999,63.6666666,28.8333333
65028099999,13.0166666,7.6833333
94379099999,-21.9666666,152.4666666
30635099999,53.4166666,109.0166666
48374099999,16.7666666,101.25
01411099999,59.0666666,5.4166666
68355099999,-27.6663889,27.3136111
99411099999,27.83,-97.05
02777099999,60.4666666,23.65
34438099999,48.9333333,40.3833333
27532099999,56.1166666,40.35
47812099999,33.1666666,129.7333333
71012099999,52.3333333,-110.5
31510099999,50.2833333,127.4833333
94295099999,-18.5166666,146.3833333
42901099999,21.6166666,87.5
34109099999,51.2,36.3166666
80259099999,3.543222,-76.381583
70389425367,55.58191,-133.07468
84761099999,-17.0333333,-72.0166667
41194599999,24.88611,55.17222
94749099999,-34.3833333,150.9333333
93186099999,-37.671944,176.19611
47818099999,32.7333333,130.2666666
48955099999,15.1166666,105.7666667
71450099999,51.1333333,-106.5833333
02834099999,63.8333333,27.2166666
72578624151,42.18868,-112.24863
67476099999,-10.1,31.25
47770099999,34.7,135.2166666
96633099999,-1.268272,116.894478
99734199999,43.23,-86.33
07028099999,49.533889,0.088056
26951099999,53.0333333,27.55
16643099999,38.925467,20.765311
83111099999,-22.983,-43.367
72224603844,30.65,-86.53333
94607099999,-31.75,115.7166666
11348099999,47.15,13.75
91218041414,13.58333,144.91667
68837099999,-33.8,25.6666666
95957099999,-41.0,145.7333333
47090099999,38.25087,128.564728
71189099999,48.2666666,-70.1166666
40780699999,34.867,48.55
48870099999,13.7666667,109.2166667
72029953966,32.45611,-96.9125
43382099999,7.9833333,93.5333333
95864099999,-37.8666666,144.9666666
48078099999,18.9166666,96.4666666
71823099999,53.75,-73.6833333
94292099999,-18.3,146.0333333
72308493775,37.70926,-77.43484
99828799999,25.2166666,-80.4333333
78088012716,24.063275,-74.523967
63738099999,-1.883,36.283
11826099999,48.6166666,17.8333333
48060099999,21.3,99.6166666
56046099999,33.75,99.65
68269099999,-25.7666666,28.2
23112099999,68.8,57.9833333
72538694898,44.021772,-82.792932
07603099999,43.6833333,-1.0666667
06099499999,55.5833333,8.25
03976099999,54.2333333,-10.0
86033099999,-20.2333333,-58.1666666
33946099999,44.6833333,34.1333333
71404099999,58.9666666,-110.4333333
03823099999,50.5,-4.6666666
98426041231,14.8,120.26667
26600099999,55.35,21.4666666
72492623258,37.62544,-120.95492
72313993729,35.23238,-75.62223
72307513769,36.81667,-76.03333
37472099999,43.0,47.5
67753099999,-16.8333333,27.0666667
87257099999,-29.8833333,-61.95
48946099999,17.3833333,104.65
99801399999,32.5745,-117.127
38475099999,40.7333333,72.3333333
47187099999,33.2,126.2666667
72639200424,39.43333,-107.38333
86779099999,-18.2,-45.4666666
91693099999,-19.05,178.1666666
07476099999,43.9073,4.901831
61968099999,-11.5833333,47.2833333
72693024221,44.13311,-123.21563
34861099999,46.3666666,44.3333333
65010099999,12.916322,5.207189
72061200203,32.4121,-80.6343
01010099999,69.2925,16.144167
99999900477,29.5291,-97.4643
48030099999,22.65,93.6333333
71301099999,48.15,-80.0
38954099999,37.5,71.5
86686099999,-14.0166666,-52.2166666
72537804887,42.62944,-83.98417
99475099999,41.31,-72.08
04137099999,65.6833333,-18.1166666
81408099999,3.8833333,-51.8
30323099999,56.8,105.8
27402099999,56.8833333,35.8666666
78460099999,19.406092,-70.604689
72229100470,40.94836,-95.91735
86944099999,-26.9333333,-50.15
67731099999,-16.1,23.2666667
71858099999,53.1833333,-99.2666666
15494099999,43.7833333,23.95
94659099999,-31.144167,136.816944
72201512850,24.58333,-81.68333
91650099999,-12.5,177.05
41140099999,16.901111,42.585833
70207026627,63.88333,-160.8
02860099999,67.65,24.9
41240099999,26.2166666,56.25
67692099999,-15.5166666,35.2166666
96315099999,4.9442,114.928353
72310013883,33.94225,-81.11802
74795012867,28.23333,-80.6
72063100217,34.617,-79.733
43076099999,18.0666666,77.1166666
72547704917,41.98639,-95.38056
65055099999,10.2833333,9.8166666
12570099999,50.8166666,20.7
16132099999,44.5333333,11.2833333
71713099999,47.35,-70.0166666
72043700143,39.767,-101.8
72314013881,35.22254,-80.95433
50788099999,47.2333333,131.9833333
06344099999,51.956944,4.437222
06267099999,52.9,5.3833333
99847999999,37.798,-122.393
57554099999,29.4,110.1666666
95634099999,-31.2333333,119.35
60471099999,35.3333333,5.3333333
72226100360,27.267,-80.85
11356099999,47.6166666,13.75
34535099999,48.3,40.3
22334099999,66.3333333,36.0166666
81821099999,-5.65,-48.1166666
61489099999,16.5,-15.8166667
27962199999,54.401017,48.802656
85561099999,-33.05,-71.5833333
72406599999,39.085386,-76.759414
70272526491,61.1786,-149.96509
06135099999,55.3166666,11.3833333
72224963887,39.53111,-84.39528
99999923803,34.8223,-89.4348
94814099999,-35.2833333,138.9
95296099999,-19.45,147.4833333
02807599999,68.362586,23.424322
72450613986,38.06824,-97.86075
60685099999,22.3166666,1.1166666
07648099999,43.606415,5.10925
07216099999,47.2333333,-2.3
80222799999,4.758181,-75.955753
72049200151,44.567,-72.017
56079099999,33.5833333,102.9666666
72217653884,33.31194,-84.77028
95529099999,-26.65,150.1833333
10738099999,48.689878,9.221964
68494099999,-29.15,31.4
97380099999,-10.5,121.8333333
64950099999,3.722556,11.553269
03140099999,55.871944,-4.433056
72278523111,33.55,-112.36667
40841099999,30.274444,56.951111
76647099999,20.6833333,-88.2
02197099999,65.8166666,24.1166666
61277099999,13.3333333,-4.8333333
72435653866,39.58545,-85.79982
72268623008,34.38333,-103.31667
76691399999,19.145931,-96.187267
71243099999,49.7,-112.7666666
02615099999,55.3833333,12.8166666
64556099999,0.579211,12.890908
01169099999,66.9333333,15.3166666
29726099999,54.3666666,81.8833333
71877099999,51.113888,-114.020278
01340099999,60.42,7.28
57067099999,34.0833333,111.0666666
72657594960,45.06222,-93.35107
95707099999,-33.2833333,146.3666666
16052099999,45.9333333,7.7
72646594890,44.78333,-89.66667
48437099999,15.2333333,103.25
68833099999,-33.8333333,23.8666666
71228099999,52.8333333,-111.8666666
97270099999,-8.539647,118.687322
01434099999,59.7666666,7.3666666
99403399999,37.772,-122.298
72036363872,31.95163,-85.13122
71009099999,51.3666666,-113.35
50983099999,45.7666666,132.9666666
10633099999,50.049819,8.325397
72751504982,45.30556,-96.42417
72046700148,30.817,-89.867
10613099999,50.173833,7.063333
63333099999,11.0833333,39.7166667
72292593117,33.02333,-118.58806
53646099999,38.2666666,109.7833333
99999954796,41.4911,-71.5413
72064500227,38.717,-120.75
11314099999,47.5,10.7333333
48520099999,10.3333333,99.1
24856099999,61.4833333,129.15
34072099999,52.3333333,46.3666666
71089099999,52.5833333,-110.35
70104526649,68.03139,-162.90306
72257003933,31.13333,-97.71667
61024099999,16.9666666,7.9666666
84401099999,-5.20575,-80.616444
71412099999,46.45,-61.9833333
37729099999,40.6833333,45.8166666
99728299999,41.05,-71.97
11393099999,47.4666666,16.6666666
68312099999,-26.539828,18.111447
15289099999,45.3833333,21.1333333
95837099999,-36.1,146.5
06249099999,52.65,4.9833333
37925099999,39.4,49.25
81823099999,-5.8166666,-46.1666666
16718099999,38.063831,23.556011
50548099999,49.2,123.7166666
72618354772,43.98992,-70.95006
91066022701,28.2,-177.38333
83379099999,-15.5333333,-47.3333333
81860099999,-6.0833333,-50.15
31152099999,57.65,136.15
71923099999,61.1166666,-100.8833333
72797094240,47.93695,-124.55757
74776003818,30.83696,-85.18352
99482099999,29.41,-84.86
54218099999,42.3,118.8333333
42805099999,22.5,87.95
08549099999,40.2,-8.4166667
72508654734,41.37215,-73.48337
72228693806,33.21217,-87.61552
71758099999,46.17,-60.05
94877099999,-35.8166666,145.6
14650099999,43.7666666,18.0333333
91285021504,19.71909,-155.04897
72311403715,38.00972,-77.97
70305800110,56.017,-161.167
31632099999,49.9333333,134.6333333
99821399999,27.65,-82.5833333
99999921515,19.645,-155.0827
03214599999,53.745097,-2.883061
43363099999,9.2833333,79.2166667
15127099999,46.7,25.5166666
41640099999,31.55,74.3333333
94662099999,-33.7166666,136.5
41964099999,22.4833333,91.4333333
71725599999,48.206111,-78.835556
63658099999,1.727692,33.622803
99840999999,38.983,-76.48
03153099999,54.8,-4.0
72035923902,35.27472,-96.675
94863099999,-37.9,144.1166666
08509099999,38.761842,-27.090797
86773099999,-18.9666666,-50.6333333
11126099999,47.2166666,11.4666666
57766099999,27.1833333,111.45
33027099999,52.2166666,27.8666666
10033099999,54.8333333,9.5
71628099999,45.3225,-75.669167
78792099999,9.071364,-79.383453
72362723081,35.50857,-108.79319
06375099999,51.656389,5.708611
99730999999,38.32,-76.45
91660099999,-16.7,177.5833333
71906099999,58.1,-68.4166666
22324099999,66.6833333,34.35
72235112953,29.26611,-96.0075
36341099999,49.7833333,76.3833333
99999903063,37.8639,-103.8224
80063099999,8.823744,-75.825831
35576099999,48.3,69.65
71339099999,52.3,-55.8333333
94852099999,-37.5166666,143.7833333
99999904222,40.6507,-122.6068
17203099999,38.8666666,40.5
12846099999,47.1833333,18.6166666
60141099999,33.927261,-4.977958
68722099999,-32.3833333,20.6666666
71523099999,49.2666666,-73.35
99999903048,34.3557,-106.8859
25147099999,68.05,166.45
02772099999,62.0666666,28.5666666
04065099999,66.5333333,-18.0166667
52602099999,38.8333333,93.3833333
70343025402,59.43333,-146.33333
93985099999,-43.8166666,-176.4833333
42131099999,29.179444,75.755336
93738099999,-43.7666666,170.1333333
07151599999,43.55625,2.289183
72641994929,46.54676,-90.91845
42943099999,20.4,78.15
95666099999,-32.5166666,137.7166666
91553099999,-15.2833333,167.9833333
14120099999,45.5666666,15.15
87022099999,-22.619647,-63.793672
93292099999,-38.663333,177.978333
12415099999,51.2,16.2
25956099999,60.4333333,169.6666666
42139099999,29.0166666,77.7166667
89592099999,-66.55,93.0166666
02791099999,63.2333333,29.2333333
24763099999,62.8166666,134.4333333
62458099999,28.9,33.1833333
44275099999,46.8333333,98.0833333
72067100248,31.554,-81.883
83488099999,-17.85,-42.85
24959099999,62.0166666,129.7166666
02432099999,59.2333333,15.05
